사번,성명,본부,팀,직군,직급레벨,성과등급,나이,근속연수(년),연봉(원),인재등급,핵심인재점수,퇴직위험도,퇴직위험예측확률,위험요인
SKFNB0871,한은우,구미공장,구미생산2팀,M,4.0,C,44,1,35339000,Development,99,55,0.7281876312535434,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0411,황주원,구미공장,구미운영팀,M,4.0,C,36,11,46118000,Development,99,45,0.5722471146909657,"초과근무과다, 성과낮음"
SKFNB0949,박예린,사업전략본부,CS팀,S,,B,28,0,32000000,Development,99,10,0.0013854684677178017,보상조정없음
SKFNB0822,임성민,유통본부,물류센터운영팀,U,2.0,C,37,2,41718000,Development,98,55,0.7622818442737127,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0808,임성민,경영지원본부,몰입환경조성팀,U,2.0,C,33,3,42207000,Development,98,55,0.8224136794185045,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0100,김성민,전주공장,전주생산3팀,M,4.0,C,46,20,57734000,Development,98,55,0.7417237080523159,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0175,조연우,구미공장,구미생산2팀,M,4.0,C,45,16,55500000,Development,98,55,0.7825724809338849,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0270,한수빈,유통본부,품질팀,U,3.0,C,28,3,42207000,Development,98,45,0.05048198416741004,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0546,류채원,전주공장,전주생산3팀,U,3.0,C,32,7,44162000,Development,98,45,0.5556194820113242,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0309,안민준,구미공장,구미운영팀,M,3.0,C,35,10,45629000,Development,98,55,0.8771562624185276,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0218,정성민,구미공장,구미생산2팀,M,3.0,C,39,14,47584000,Development,98,65,0.9836764628690426,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0610,안민재,구미공장,구미생산3팀,M,3.0,C,41,7,44162000,Development,98,55,0.9724898862723496,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0099,이성준,구미공장,구미생산3팀,M,4.0,C,45,20,57734000,Development,98,55,0.7277864655128179,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0994,오건우,전주공장,전주생산3팀,M,1.0,B,28,0,36000000,Development,98,45,0.005278442076627916,"초과근무과다, 연차적게사용, 보상조정없음"
SKFNB0627,서지환,전주공장,전주생산3팀,M,3.0,C,37,7,37853000,Development,98,65,0.9761236399351112,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0095,오승현,구미공장,구미운영팀,M,4.0,C,51,20,67357000,Development,98,45,0.3988264120919186,"초과근무과다, 성과낮음"
SKFNB0811,홍시우,구미공장,구미생산3팀,M,2.0,C,34,3,36177000,Development,98,75,0.9857496629338138,"초과근무과다, 연차미사용, 성과낮음, 보상조정없음"
SKFNB0827,윤태윤,구미공장,구미생산3팀,M,2.0,C,41,2,35758000,Development,97,75,0.9891842271560027,"초과근무과다, 연차미사용, 성과낮음, 보상조정없음"
SKFNB0019,장은우,구미공장,구미생산1팀,M,4.0,C,50,25,70616000,Development,97,45,0.014441564574338291,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0537,홍주원,구미공장,구미생산3팀,M,4.0,C,37,9,45140000,Development,97,65,0.9515111587958395,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0755,강유준,구미공장,구미생산2팀,M,4.0,C,40,4,36596000,Development,97,55,0.9784054460114642,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0069,홍승현,구미공장,구미생산3팀,M,4.0,C,49,21,68009000,Development,97,55,0.8755640177880976,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0210,조하윤,경영지원본부,재무팀,U,3.0,C,39,14,56648000,Development,97,35,0.022571965218201605,"초과근무높음, 성과낮음"
SKFNB0747,박주원,전주공장,전주생산2팀,M,2.0,C,38,5,43184000,Development,97,65,0.9639384928334721,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0901,김민재,구미공장,구미생산3팀,M,4.0,C,59,1,35339000,Development,96,45,0.31983447112643326,"초과근무과다, 성과낮음"
SKFNB0713,오민재,구미공장,구미운영팀,U,3.0,C,35,5,43184000,Development,96,45,0.03954397116005958,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0946,조은우,유통본부,품질팀,S,,B,30,0,32000000,Development,96,10,0.0010921116715031508,보상조정없음
SKFNB0075,오지윤,사업전략본부,B2B마케팅팀,U,4.0,C,47,21,87440000,Development,96,55,0.7637746758026049,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0013,한소윤,사업전략본부,상품개발팀,U,3.0,C,38,13,56066000,Development,96,55,0.8132747216558529,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0847,박아린,유통본부,자재유통팀,S,,B,25,0,32000000,Development,96,35,0.0012588822194358853,"초과근무높음, 연차적게사용, 보상조정없음"
SKFNB0618,황지훈,전주공장,전주운영팀,M,2.0,C,27,2,35758000,Development,96,75,0.9823954650690386,"초과근무과다, 연차미사용, 성과낮음, 보상조정없음"
SKFNB0152,홍수현,유통본부,채널운영팀,U,3.0,C,40,15,57230000,Development,96,45,0.6625194036629992,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0008,송유나,구미공장,구미생산1팀,M,4.0,C,52,27,83478000,Development,96,55,0.8821013918028866,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0308,박민재,전주공장,전주생산3팀,M,3.0,C,42,13,53823000,Development,96,35,0.03226466965895858,"초과근무높음, 성과낮음"
SKFNB0749,홍다은,전주공장,전주생산3팀,U,1.0,C,40,5,51410000,Development,95,55,0.836363796312561,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0851,송연우,전주공장,전주생산3팀,M,3.0,C,32,1,35339000,Development,95,45,0.5207028553823447,"초과근무과다, 성과낮음"
SKFNB0834,임재윤,구미공장,구미생산1팀,M,1.0,C,38,2,35758000,Development,95,65,0.9790505427909174,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0659,홍서윤,유통본부,품질팀,U,2.0,C,40,7,52574000,Development,95,65,0.944209396571407,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0250,홍하은,구미공장,구미운영팀,M,1.0,C,27,2,35758000,Development,95,45,0.18290934387743074,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0611,윤건우,구미공장,구미생산2팀,M,3.0,C,28,3,36177000,Development,95,55,0.6824606293811537,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0436,임도윤,구미공장,구미생산1팀,M,2.0,C,32,7,37853000,Development,95,45,0.13647849521704028,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0287,안승현,전주공장,전주생산1팀,M,3.0,C,38,13,47095000,Development,95,55,0.7145998628315492,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0564,조지우,전주공장,전주생산1팀,M,3.0,C,30,5,37015000,Development,94,55,0.9131563587113187,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0825,박성민,AI/DT조직,AI기획팀,U,2.0,C,43,2,41718000,Development,94,75,0.988832050077699,"초과근무과다, 연차미사용, 성과낮음, 보상조정없음"
SKFNB0832,권태윤,경영지원본부,경영기획팀,U,1.0,C,33,2,41718000,Development,94,55,0.8597267436284216,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0914,박재윤,전주공장,전주운영팀,M,3.0,C,31,0,34920000,Development,94,55,0.8276397608107517,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0973,정서윤,사업전략본부,본부장실,S,,B,29,0,32000000,Development,94,20,0.0015731781092864733,"연차적게사용, 보상조정없음"
SKFNB0752,임시아,유통본부,물류기획팀,U,1.0,C,39,5,51410000,Development,94,45,0.023811349595247486,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0778,권준우,전주공장,전주생산3팀,M,1.0,C,38,4,42696000,Development,94,65,0.988288103810742,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0355,윤준호,전주공장,전주운영팀,M,3.0,C,47,12,53265000,Development,94,65,0.9853787047353958,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0614,홍은서,전주공장,전주운영팀,M,3.0,C,37,7,37853000,Development,94,55,0.7872910080314491,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0773,홍시우,전주공장,전주생산1팀,M,1.0,C,35,4,36596000,Development,94,65,0.9823835438572625,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0733,오하윤,경영지원본부,재무팀,U,3.0,C,28,3,42207000,Development,93,45,0.08768771446870574,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0756,박시우,전주공장,전주생산2팀,M,1.0,C,33,4,36596000,Development,93,45,0.4872885829449351,"초과근무과다, 성과낮음"
SKFNB0278,이하준,구미공장,구미생산3팀,M,3.0,C,30,5,37015000,Development,93,45,0.04822310293952641,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0328,오민재,유통본부,이커머스운영팀,U,3.0,C,38,13,56066000,Development,93,40,0.1430727050392025,"연차적게사용, 성과낮음, 보상조정없음"
SKFNB0816,서준우,구미공장,구미생산3팀,U,2.0,C,30,3,42207000,Development,93,65,0.8471118170587982,"초과근무높음, 연차미사용, 성과낮음, 보상조정없음"
SKFNB0952,임나윤,전주공장,전주생산2팀,M,4.0,C,44,0,34920000,Development,92,45,0.014088062825561656,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0890,안연우,전주공장,전주생산3팀,M,4.0,C,42,1,35339000,Development,92,45,0.04965046839738284,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0760,홍도윤,전주공장,전주생산3팀,M,2.0,C,32,4,36596000,Development,92,65,0.9609496600551868,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0983,장민준,구미공장,구미생산1팀,M,4.0,C,65,0,34920000,Development,92,55,0.9128146972408986,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0933,홍도윤,전주공장,전주생산1팀,M,4.0,C,31,0,34920000,Development,92,65,0.9811496498759776,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0268,한윤서,유통본부,자재유통팀,U,2.0,C,35,10,54320000,Development,92,55,0.898939714054377,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0475,송현우,전주공장,전주운영팀,M,1.0,C,36,10,45629000,Development,91,65,0.9770553402641484,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0842,강우진,전주공장,전주생산3팀,M,2.0,C,24,0,34920000,Development,91,65,0.9752745185599871,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0803,임준호,사업전략본부,대외협력팀,U,1.0,C,32,3,42207000,Development,90,55,0.8563608638780001,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0926,황성준,전주공장,전주생산2팀,M,4.0,C,46,0,34920000,Development,90,45,0.01922494890378171,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0939,오하준,전주공장,전주생산1팀,M,4.0,C,51,0,34920000,Development,89,45,0.004878385014180749,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0931,권지훈,경영지원본부,몰입환경조성팀,U,1.0,C,32,0,40740000,Development,89,45,0.17179352928180663,"초과근무높음, 연차적게사용, 성과낮음"
SKFNB0828,조유준,경영지원본부,몰입환경조성팀,U,2.0,C,30,2,41718000,Development,88,35,0.09716120080340634,"초과근무높음, 성과낮음"
SKFNB0836,송지환,AI/DT조직,AI기획팀,U,1.0,C,25,0,40740000,Development,87,45,0.15393178656329884,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0929,정은우,유통본부,품질팀,U,1.0,C,30,0,40740000,Development,87,55,0.9310166726516997,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0768,박유준,전주공장,전주생산1팀,M,1.0,C,32,4,36596000,Development,87,65,0.9889799967864616,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0637,임은우,전주공장,전주생산1팀,M,1.0,C,35,7,44162000,Development,87,55,0.900772029294235,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0693,임연우,사업전략본부,상품개발팀,U,1.0,C,27,2,41718000,Development,87,30,0.015406396094827697,"성과낮음, 보상조정없음"
SKFNB0770,서우진,구미공장,구미운영팀,U,2.0,C,37,4,50828000,Development,87,55,0.9157182097480627,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0948,권은서,사업전략본부,B2C마케팅팀,U,3.0,C,29,0,40740000,Development,87,55,0.9805195161126128,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0957,송가은,유통본부,채널운영팀,U,3.0,C,38,0,40740000,Development,86,55,0.8869026237444266,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0303,이건우,경영지원본부,전략팀,U,1.0,C,37,12,55484000,Development,86,35,0.08759794120839237,"초과근무높음, 성과낮음"
SKFNB0840,홍준우,전주공장,전주생산2팀,M,1.0,C,28,2,35758000,Development,86,65,0.99222565925438,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0772,강서준,경영지원본부,회계팀,U,1.0,C,26,1,41229000,Development,85,45,0.017101980730836366,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0874,송준호,경영지원본부,재무팀,U,1.0,C,35,1,41229000,Development,85,35,0.16368872341632051,"초과근무높음, 성과낮음"
SKFNB0795,류우진,구미공장,구미운영팀,M,1.0,C,29,3,36177000,Development,84,65,0.9811551100691149,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0865,신수현,유통본부,채널운영팀,U,1.0,C,35,1,41229000,Development,84,65,0.9900677938943471,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0967,장재윤,전주공장,전주생산1팀,M,1.0,C,23,0,34920000,Development,84,55,0.9914347915563465,"초과근무과다, 연차적게사용, 성과낮음"
SKFNB0930,류하은,구미공장,구미생산1팀,M,1.0,C,31,0,34920000,Development,84,55,0.9512467679199564,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0982,장준우,전주공장,전주생산2팀,M,1.0,C,28,0,34920000,Development,83,65,0.9864127961084689,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0950,이하준,전주공장,전주생산3팀,M,1.0,C,20,0,34920000,Development,83,55,0.9577399302584423,"초과근무과다, 성과낮음, 보상조정없음"
SKFNB0958,홍민재,구미공장,구미생산3팀,M,1.0,C,31,0,34920000,Development,82,55,0.9392790449170967,"초과근무높음, 연차미사용, 성과낮음"
SKFNB0934,한수빈,구미공장,구미생산2팀,M,1.0,C,36,0,34920000,Development,81,65,0.9872282231450422,"초과근무과다, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0858,신서연,AI/DT조직,Data운영팀,S,,C,27,1,31412000,Development,80,55,0.791433739063195,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0980,권수빈,유통본부,자재유통팀,S,,C,30,0,31040000,Development,79,20,0.014196229622177535,성과낮음
SKFNB0961,안윤서,경영지원본부,인사팀,S,,C,29,0,31040000,Development,78,20,0.015406396094827697,성과낮음
SKFNB0966,안채원,유통본부,이커머스운영팀,S,,C,29,0,31040000,Development,78,45,0.015760758721357765,"초과근무높음, 성과낮음, 보상조정없음"
SKFNB0999,박다은,사업전략본부,상품개발팀,S,,C,29,0,31040000,Development,76,40,0.09937849359606094,"연차적게사용, 성과낮음, 보상조정없음"
SKFNB0912,최수빈,사업전략본부,CS팀,S,,C,25,0,31040000,Development,76,65,0.9300029325244581,"초과근무높음, 연차미사용, 성과낮음, 보상조정없음"
SKFNB0848,한아린,유통본부,채널운영팀,S,,C,29,1,31412000,Development,74,40,0.0771957389963225,"연차적게사용, 성과낮음, 보상조정없음"
SKFNB0894,송윤서,AI/DT조직,본부장실,S,,C,28,1,31412000,Development,73,55,0.9152042676148463,"초과근무높음, 연차적게사용, 성과낮음, 보상조정없음"
SKFNB0917,김시아,사업전략본부,B2B마케팅팀,S,,C,25,0,31040000,Development,70,30,0.02241830327531859,"성과낮음, 보상조정없음"
SKFNB0430,강민재,구미공장,구미생산1팀,U,1.0,D,30,5,40958000,Development,61,65,0.9593296360135457,"초과근무과다, 성과매우낮음, 보상조정없음"
SKFNB0880,류건우,전주공장,전주운영팀,M,1.0,D,33,1,33517000,Development,58,85,0.992461300079726,"초과근무과다, 연차미사용, 성과매우낮음, 보상조정없음"
SKFNB0286,이은서,전주공장,전주생산1팀,U,1.0,D,28,3,40031000,Development,57,55,0.8951404289838799,"초과근무높음, 성과매우낮음, 보상조정없음"
SKFNB0919,강민재,전주공장,전주생산1팀,M,1.0,D,37,0,33120000,Development,49,75,0.9931441746307365,"초과근무과다, 연차적게사용, 성과매우낮음, 보상조정없음"
